Logical_Type_ID,LT_Name,Native_Type,RDBMS_Type,RDBMS_Version,Has_Size,Has_Precision,Has_Scale
LOGDT020,"DOUBLE","BIGINT",SQL Server,2000,N,N,N,
LOGDT020,"DOUBLE","DOUBLE",DB2/390,8,N,N,N,
LOGDT020,"DOUBLE","DOUBLE",DB2/390,7,N,N,N,
LOGDT020,"DOUBLE","DOUBLE",DB2/UDB,9,N,N,N,
LOGDT020,"DOUBLE","DOUBLE",DB2/UDB,8.1,N,N,N,
LOGDT020,"DOUBLE","DOUBLE",DB2/UDB,7.1,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle Database,21c,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle Database,12cR2,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle Database,12c,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle Database,11g,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle Database,10g,N,N,N,
LOGDT021,"FLOAT","FLOAT",Oracle,9i,N,N,N,
LOGDT021,"FLOAT","FLOAT",SQL Server,2012,N,N,N,
LOGDT021,"FLOAT","FLOAT",SQL Server,2008,N,N,N,
LOGDT021,"FLOAT","FLOAT",SQL Server,2005,N,N,N,
LOGDT021,"FLOAT","FLOAT",SQL Server,2000,N,N,N,
LOGDT021,"FLOAT","FLOAT",DB2/390,8,N,N,N,
LOGDT021,"FLOAT","FLOAT",DB2/390,7,N,N,N,
LOGDT021,"FLOAT","FLOAT",DB2/UDB,9,N,N,N,
LOGDT021,"FLOAT","FLOAT",DB2/UDB,8.1,N,N,N,
LOGDT021,"FLOAT","FLOAT",DB2/UDB,7.1,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle Database,21c,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle Database,12cR2,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle Database,12c,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle Database,11g,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle Database,10g,N,N,N,
LOGDT031,"GRAPHIC","BLOB",Oracle,9i,N,N,N,
LOGDT031,"GRAPHIC","BINARY",SQL Server,2012,Y,N,N,
LOGDT031,"GRAPHIC","BINARY",SQL Server,2008,Y,N,N,
LOGDT031,"GRAPHIC","BINARY",SQL Server,2005,Y,N,N,
LOGDT031,"GRAPHIC","BINARY",SQL Server,2000,Y,N,N,
LOGDT031,"GRAPHIC","GRAPHIC",DB2/390,8,N,N,N,
LOGDT031,"GRAPHIC","GRAPHIC",DB2/390,7,N,N,N,
LOGDT031,"GRAPHIC","GRAPHIC",DB2/UDB,9,N,N,N,
LOGDT031,"GRAPHIC","GRAPHIC",DB2/UDB,8.1,N,N,N,
LOGDT031,"GRAPHIC","GRAPHIC",DB2/UDB,7.1,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle Database,21c,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle Database,12cR2,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle Database,12c,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle Database,11g,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle Database,10g,N,N,N,
LOGDT052,"HTTPURIType","HTTPURITYPE",Oracle,9i,N,N,N,
LOGDT052,"HTTPURIType","CHAR",SQL Server,2012,N,N,N,
LOGDT052,"HTTPURIType","CHAR",SQL Server,2008,N,N,N,
LOGDT052,"HTTPURIType","CHAR",SQL Server,2005,N,N,N,
LOGDT052,"HTTPURIType","CHAR",SQL Server,2000,N,N,N,
LOGDT052,"HTTPURIType","CHAR",DB2/390,8,N,N,N,
LOGDT052,"HTTPURIType","CHAR",DB2/390,7,N,N,N,
LOGDT052,"HTTPURIType","CHAR",DB2/UDB,9,N,N,N,
LOGDT052,"HTTPURIType","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT052,"HTTPURIType","CHAR",DB2/UDB,7.1,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle Database,21c,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle Database,12cR2,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle Database,12c,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle Database,11g,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle Database,10g,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","INTERVAL DAY TO SECOND",Oracle,9i,N,Y,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",SQL Server,2012,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",SQL Server,2008,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",SQL Server,2005,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",SQL Server,2000,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",DB2/390,8,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",DB2/390,7,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",DB2/UDB,9,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT049,"INTERVAL DAY TO SECOND","CHAR",DB2/UDB,7.1,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle Database,21c,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle Database,12cR2,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle Database,12c,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle Database,11g,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle Database,10g,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","INTERVAL YEAR TO MONTH",Oracle,9i,N,Y,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",SQL Server,2012,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",SQL Server,2008,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",SQL Server,2005,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",SQL Server,2000,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",DB2/390,8,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",DB2/390,7,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",DB2/UDB,9,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT048,"INTERVAL YEAR TO MONTH","CHAR",DB2/UDB,7.1,N,N,N,
LOGDT010,"Image","BLOB",Oracle Database,21c,N,N,N,
LOGDT010,"Image","BLOB",Oracle Database,12cR2,N,N,N,
LOGDT010,"Image","BLOB",Oracle Database,12c,N,N,N,
LOGDT010,"Image","BLOB",Oracle Database,11g,N,N,N,
LOGDT010,"Image","BLOB",Oracle Database,10g,N,N,N,
LOGDT010,"Image","BLOB",Oracle,9i,N,N,N,
LOGDT010,"Image","IMAGE",SQL Server,2012,N,N,N,
LOGDT010,"Image","IMAGE",SQL Server,2008,N,N,N,
LOGDT010,"Image","IMAGE",SQL Server,2005,N,N,N,
LOGDT010,"Image","IMAGE",SQL Server,2000,N,N,N,
LOGDT010,"Image","BLOB",DB2/390,8,N,N,N,
LOGDT010,"Image","BLOB",DB2/390,7,N,N,N,
LOGDT010,"Image","BLOB",DB2/UDB,9,N,N,N,
LOGDT010,"Image","BLOB",DB2/UDB,8.1,N,N,N,
LOGDT010,"Image","BLOB",DB2/UDB,7.1,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle Database,21c,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle Database,12cR2,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle Database,12c,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle Database,11g,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle Database,10g,N,N,N,
LOGDT011,"Integer","INTEGER",Oracle,9i,N,N,N,
LOGDT011,"Integer","INTEGER",SQL Server,2012,N,N,N,
LOGDT011,"Integer","INTEGER",SQL Server,2008,N,N,N,
LOGDT011,"Integer","INTEGER",SQL Server,2005,N,N,N,
LOGDT011,"Integer","INTEGER",SQL Server,2000,N,N,N,
LOGDT011,"Integer","INTEGER",DB2/390,8,N,N,N,
LOGDT011,"Integer","INTEGER",DB2/390,7,N,N,N,
LOGDT011,"Integer","INTEGER",DB2/UDB,9,N,N,N,
LOGDT011,"Integer","INTEGER",DB2/UDB,8.1,N,N,N,
LOGDT011,"Integer","INTEGER",DB2/UDB,7.1,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle Database,21c,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle Database,12cR2,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle Database,12c,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle Database,11g,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle Database,10g,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","LONG",Oracle,9i,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","VARCHAR",SQL Server,2012,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","VARCHAR",SQL Server,2008,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","VARCHAR",SQL Server,2005,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","VARCHAR",SQL Server,2000,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","CLOB",DB2/390,8,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","CLOB",DB2/390,7,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","CLOB",DB2/UDB,9,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","CLOB",DB2/UDB,8.1,N,N,N,
LogDes-1768A872-F385-FDBA-D95E-0CB63F5908E2@LOGDT10045,"Long Char","CLOB",DB2/UDB,7.1,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle Database,21c,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle Database,12cR2,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle Database,12c,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle Database,11g,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle Database,10g,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","LONG RAW",Oracle,9i,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","VARBINARY",SQL Server,2012,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","VARBINARY",SQL Server,2008,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","VARBINARY",SQL Server,2005,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","VARBINARY",SQL Server,2000,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","BLOB",DB2/390,8,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","BLOB",DB2/390,7,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","BLOB",DB2/UDB,9,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","BLOB",DB2/UDB,8.1,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10036,"Long_Raw","BLOB",DB2/UDB,7.1,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle Database,21c,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle Database,12cR2,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle Database,12c,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle Database,11g,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle Database,10g,N,N,N,
LOGDT043,"MONEY","NUMBER",Oracle,9i,N,N,N,
LOGDT043,"MONEY","MONEY",SQL Server,2012,N,N,N,
LOGDT043,"MONEY","MONEY",SQL Server,2008,N,N,N,
LOGDT043,"MONEY","MONEY",SQL Server,2005,N,N,N,
LOGDT043,"MONEY","MONEY",SQL Server,2000,N,N,N,
LOGDT043,"MONEY","DOUBLE",DB2/390,8,N,N,N,
LOGDT043,"MONEY","DOUBLE",DB2/390,7,N,N,N,
LOGDT043,"MONEY","DOUBLE",DB2/UDB,9,N,N,N,
LOGDT043,"MONEY","DOUBLE",DB2/UDB,8.1,N,N,N,
LOGDT043,"MONEY","DOUBLE",DB2/UDB,7.1,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle Database,21c,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle Database,12cR2,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle Database,12c,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle Database,11g,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle Database,10g,N,N,N,
LOGDT035,"NCHAR","NCHAR",Oracle,9i,N,N,N,
LOGDT035,"NCHAR","NCHAR",SQL Server,2012,N,N,N,
LOGDT035,"NCHAR","NCHAR",SQL Server,2008,N,N,N,
LOGDT035,"NCHAR","NCHAR",SQL Server,2005,N,N,N,
LOGDT035,"NCHAR","NCHAR",SQL Server,2000,N,N,N,
LOGDT035,"NCHAR","CHAR",DB2/390,8,N,N,N,
LOGDT035,"NCHAR","CHAR",DB2/390,7,N,N,N,
LOGDT035,"NCHAR","CHAR",DB2/UDB,9,N,N,N,
LOGDT035,"NCHAR","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT035,"NCHAR","CHAR",DB2/UDB,7.1,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle Database,21c,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle Database,12cR2,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle Database,12c,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle Database,11g,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle Database,10g,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NCLOB",Oracle,9i,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NTEXT",SQL Server,2012,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NTEXT",SQL Server,2008,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NTEXT",SQL Server,2005,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","NTEXT",SQL Server,2000,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","CLOB",DB2/390,8,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","CLOB",DB2/390,7,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","CLOB",DB2/UDB,9,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","CLOB",DB2/UDB,8.1,N,N,N,
LogDes-7DD553FD-11E8-61FA-399D-2E531FB621D0@LOGDT10035,"NClob","CLOB",DB2/UDB,7.1,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle Database,21c,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle Database,12cR2,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle Database,12c,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle Database,11g,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle Database,10g,N,N,N,
LOGDT036,"NTEXT","NCLOB",Oracle,9i,N,N,N,
LOGDT036,"NTEXT","NTEXT",SQL Server,2012,N,N,N,
LOGDT036,"NTEXT","NTEXT",SQL Server,2008,N,N,N,
LOGDT036,"NTEXT","NTEXT",SQL Server,2005,N,N,N,
LOGDT036,"NTEXT","NTEXT",SQL Server,2000,N,N,N,
LOGDT036,"NTEXT","CLOB",DB2/390,8,N,N,N,
LOGDT036,"NTEXT","CLOB",DB2/390,7,N,N,N,
LOGDT036,"NTEXT","CLOB",DB2/UDB,9,N,N,N,
LOGDT036,"NTEXT","CLOB",DB2/UDB,8.1,N,N,N,
LOGDT036,"NTEXT","CLOB",DB2/UDB,7.1,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle Database,21c,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle Database,12cR2,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle Database,12c,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle Database,11g,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle Database,10g,N,N,N,
LOGDT019,"NUMERIC","NUMBER",Oracle,9i,N,N,N,
LOGDT019,"NUMERIC","NUMERIC",SQL Server,2012,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",SQL Server,2008,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",SQL Server,2005,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",SQL Server,2000,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",DB2/390,8,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",DB2/390,7,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",DB2/UDB,9,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",DB2/UDB,8.1,N,Y,N,
LOGDT019,"NUMERIC","NUMERIC",DB2/UDB,7.1,N,Y,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle Database,21c,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle Database,12cR2,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle Database,12c,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle Database,11g,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle Database,10g,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR2",Oracle,9i,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR",SQL Server,2012,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR",SQL Server,2008,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR",SQL Server,2005,N,N,N,
LOGDT037,"NVARCHAR","NVARCHAR",SQL Server,2000,N,N,N,
LOGDT037,"NVARCHAR","VARCHAR",DB2/390,8,N,N,N,
LOGDT037,"NVARCHAR","VARCHAR",DB2/390,7,N,N,N,
LOGDT037,"NVARCHAR","VARCHAR",DB2/UDB,9,N,N,N,
LOGDT037,"NVARCHAR","VARCHAR",DB2/UDB,8.1,N,N,N,
LOGDT037,"NVARCHAR","VARCHAR",DB2/UDB,7.1,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle Database,21c,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle Database,12cR2,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle Database,12c,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle Database,11g,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle Database,10g,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","ORDSYS.ORDAudio",Oracle,9i,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",SQL Server,2012,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",SQL Server,2008,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",SQL Server,2005,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",SQL Server,2000,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",DB2/390,8,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",DB2/390,7,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",DB2/UDB,9,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",DB2/UDB,8.1,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10005,"ORDAUDIO","UNKNOWN",DB2/UDB,7.1,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle Database,21c,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle Database,12cR2,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle Database,12c,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle Database,11g,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle Database,10g,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10009,"ORDDOC","ORDSYS.ORDDoc",Oracle,9i,N,N,N,
