Attribute_Name,ObjectID,NumOID,ImportID,ContainerID,Num_ContainerID,Mandatory,DataType_Kind,Value_Type,Formula,ScopeEntityID,Num_ScopeEntityID,Domain_ID,Num_Domain_ID,Logical_Type_ID,Num_Logical_Type_ID,Distinct_Type_ID,Num_Distinct_Type_ID,Structured_Type_ID,Num_Structured_Type_ID,Collection_Type_ID,Num_Collection_Type_ID,Check_Constraint_Name,Default_Value,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Structured_Type_Name,Distinct_Type_Name,Collection_Type_Name,Synonyms,Preferred_Abbreviation,Relation_ID,Num_Relation_ID,Entity_Name,PK_Flag,FK_Flag,Relation_Name,Sequence,T_Size,T_Precision,T_Scale,Data_Source
"Organisation identifier",44B2D652-92E9-5FAE-AA89-6B63EB4037CA,168,,2BCD02A6-76DC-6E84-FA25-9778097C621E,114,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Organisation",P,,,1,,,,,
"Organisation identifier",3E2AAB99-1910-8B42-E304-EE2BE4544F2C,169,,41723CFA-4325-D82E-7C07-BBF4BEA5B19D,103,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,F4967460-7822-C4DB-CBDD-8D936D400EDC,225,"CSR non securitisation risk factor",,F,"issuerv2",3,,,,,
"Organisation identifier",4D8DF761-26E3-BA2A-7140-56D6AD444CDD,170,,58CA352E-DE50-CD54-EECC-B9D98C76ADE6,121,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,8D535C8F-2910-B878-51D6-91AC6852B8AC,224,"Security issue",,F,"issuer",3,,,,,
"Own Funds Requirements",A13FAC49-98E4-2898-C62F-F5C97F960141,171,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"OUTPUT_LAYER_FRTB",,,,14,,,,,
"Position identifier",D4F66197-8210-F400-953A-9BF4D2186F6E,172,,60687E2A-238B-B025-EF89-32711E7C2564,123,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,5E4E55D3-EC75-A1BC-E2A0-189E90A4ECD6,229,"Summed delta sensitivities per position and risk factor_derived",,F,"position",4,,,,,
"Position identifier",F905716C-56AA-D854-32B3-33220A5D482E,173,,7F7861A5-652D-E468-5DF9-35EEB805D06C,122,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Security or exchange tradable derivative position",P,,,1,,,,,
"Position identifier",F7A033E7-52FB-25CB-1289-A5AED88A0247,174,,A4E1F026-BF8E-548C-4A9D-C0B863F89F47,117,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,C5D7EE96-E799-F6F8-6B9D-E05B4B34EE4A,231,"Risk measure",,F,"Relation_13",4,,,,,
"Position In The Instrument",A0A5A0B7-7C94-9420-9026-4E86E8DC9D96,175,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,564D03C7-873B-54EE-7F1D-0C50A602590B,17,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Position In The Instrument",String,,,,,,,,"OUTPUT_LAYER_FRTB",,,,6,3,,,,
"Prudentia lPortfolio",A9F60D04-9772-B5E9-5FAC-1BACE8B0E43F,176,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,AABB0481-A808-9720-89C2-53927BCC69E2,18,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Prudential Portfolio",String,,,,,,,,"OUTPUT_LAYER_FRTB",,,,7,3,,,,
"Ratings grade",3E34C83C-FDFE-AF02-6168-CF2D934F2A03,177,,2BCD02A6-76DC-6E84-FA25-9778097C621E,114,N,Domain,,,,,EAE9AB06-8C26-B8CC-733E-02CAD25C9CC8,19,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Rating grade",String,,,,,,,,"Organisation",,,,2,3,,,,
"Ratings grade",5157082B-7A37-50FA-C91E-90EB65674275,178,,58CA352E-DE50-CD54-EECC-B9D98C76ADE6,121,N,Domain,,,,,EAE9AB06-8C26-B8CC-733E-02CAD25C9CC8,19,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Rating grade",String,,,,,,,,"Security issue",,,,1,3,,,,
"Risk factor Identifier",BE7360C2-B60A-40E8-DF64-EAC51C9948A0,179,,34908E02-53E1-6647-E07D-2921F33DDF28,113,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,002FA71D-BBA7-E42F-5E61-D0C4C62C5D57,236,"Netted delta sensitivities per risk factor and tenor_derived",,F,"risk factorv2",9,,,,,
"Risk factor Identifier",2805CAA2-9A96-F329-1D36-49872DCC4108,180,,60687E2A-238B-B025-EF89-32711E7C2564,123,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,112EF312-57DB-8BFA-CE06-EAA5901D1BA9,235,"Summed delta sensitivities per position and risk factor_derived",,F,"risk factor",3,,,,,
"Risk factor Identifier",4A5E6818-D579-ADEC-3C56-7425F98DB037,181,,A4E1F026-BF8E-548C-4A9D-C0B863F89F47,117,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,61F68422-DB16-E699-396E-7F7E05929587,230,"Risk measure",,F,"Relation_12",3,,,,,
"Risk factor Identifier",6F905B6C-EC99-1422-CBA1-C8E591102FAE,182,,E7C4E383-AABB-082F-EAE7-A59D01E27340,116,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Risk factor",P,,,1,,,,,
"Risk factor type",234F8B58-00BE-7DB5-5F7B-81EFF40BE2AD,183,,E7C4E383-AABB-082F-EAE7-A59D01E27340,116,N,Domain,,,,,27DE6432-B160-AF80-EE48-D0605ACFFB3B,20,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Risk factor type",String,,,,,,,,"Risk factor",,,,2,3,,,,
"Risk measure identifier",2CEEE7DA-CBD4-26D2-1EF9-EC7DD4E1E251,184,,A4E1F026-BF8E-548C-4A9D-C0B863F89F47,117,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Risk measure",P,,,1,,,,,
"Risk measure type",8DC4F242-60D0-1CB8-16D3-58E8B8CB2C64,185,,A4E1F026-BF8E-548C-4A9D-C0B863F89F47,117,N,Domain,,,,,4041534B-669E-8BBD-B449-AED36F6E4944,21,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Risk measure type",String,,,,,,,,"Risk measure",,,,2,3,,,,
"Second currency",A58B61ED-C746-B60E-94B4-422E863E40B5,186,,B38A778B-0463-9C7D-3502-F4091E4E0384,111,N,Domain,,,,,61D993CB-3857-0254-82CE-4524A856851C,7,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Currency",String,,,,,,,,"GIRR risk factor",,,,3,3,,,,
"Sector",E3BFB1FC-D269-D908-9391-2EE812FBA660,187,,2BCD02A6-76DC-6E84-FA25-9778097C621E,114,N,Domain,,,,,C764DB9F-3245-FA18-0477-2FED20796BBA,22,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Sector",String,,,,,,,,"Organisation",,,,3,3,,,,
"Securitisation sector",FB497CE4-4809-1BC4-316A-6038C331240B,188,,B23842D1-E84A-6E39-1C9B-B10557BD6BC5,118,N,Domain,,,,,B11F7524-2D69-9CB2-DC3A-EFE9FFEFE6AD,23,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Securitisation sector",String,,,,,,,,"Securitisation",,,,1,3,,,,
"Sensitivities correlated and aggregated bucket identifier",7C0E27BE-0E0F-EA47-0B52-E24C09ABDCFE,189,,759B8717-A824-710D-F330-8402AA7CA111,107,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,30856B2F-8B5D-5797-3B69-F42CC7E6F592,222,"Delta sensitivity combinations_derived",,F,"Delta sensitivity combinations",6,,,,,
"Sensitivities correlated and aggregated bucket identifier",9812936F-BBA0-BC02-CC7B-8F79FAC1F0FF,190,,BA2E3C75-93F0-6645-DA84-7698317A75B1,112,N,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,4746F6FE-1414-1A74-41AE-AE1F69CC685A,220,"KB per bucket_derived",,F,"Correlated delta sensitivity totals",3,,,,,
"Sensitivities correlated and aggregated bucket identifier",7CC1B320-B400-D03B-CB65-1B36FCE26F84,191,,D696800F-974A-9206-9F17-A4CCBE2FD543,105,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Delta sensitivities correlated and aggregated_derived",P,,,2,,,,,
"Sensitivity To Delta Risk Factors",4A2CE45F-B32D-589E-D34C-28FAE28340B2,192,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"OUTPUT_LAYER_FRTB",,,,13,,,,,
"Shock direction",B1BAAD61-8F23-F273-8C31-5A7B5433112F,193,,CAAA6A13-3408-32AA-C628-9F0995673C28,104,N,Domain,,,,,C1582D26-6C4D-DC4C-027A-545A166AF8A4,26,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"ShockDirection",String,,,,,,,,"Curvature",,,,3,3,,,,
"summed delta per position",5C0E6780-0475-7F1F-0129-DFABBF814155,194,,60687E2A-238B-B025-EF89-32711E7C2564,123,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Summed delta sensitivities per position and risk factor_derived",,,,1,,,,,
"summed delta per position identifier",6332E333-3E60-0AD5-306F-830B1DC4A24E,195,,60687E2A-238B-B025-EF89-32711E7C2564,123,Y,Domain,,,,,6FBEB348-B901-2CC5-03F9-29A90524DCDA,29,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String up to 60 characters limited to letters (capital and low cases), numbers, dash and underscore_1",String,,,,,,,,"Summed delta sensitivities per position and risk factor_derived",P,,,2,,,,,
"Tenor",6301F00E-50BC-B005-58A8-37EDEEC35D1F,196,,34908E02-53E1-6647-E07D-2921F33DDF28,113,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Netted delta sensitivities per risk factor and tenor_derived",,,,3,,,,,
"Tenor",13CF1FA0-C647-3234-6F6E-FDC0F2BCC893,197,,74FDE155-399A-5886-2419-C144B9B3EE90,106,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Delta sensitivity",,,,2,,,,,
"Total GIRR delta sensitivity per bucket",4146B2CB-6862-FFE2-C201-DAEF2078518E,198,,972DD5CD-E47A-05C9-2C63-F05F49DAC772,124,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Total delta sensitivity per bucket_derived",,,,2,,,,,
"Total GIRR delta sensitivity squared per bucket",3FF78257-4BC7-CF85-20AF-F3598478EC8A,199,,972DD5CD-E47A-05C9-2C63-F05F49DAC772,124,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Total delta sensitivity per bucket_derived",,,,3,,,,,
"Total sensitivities bucket identifier",502BD3CA-BAB4-C97C-64F7-8250734D9737,200,,34908E02-53E1-6647-E07D-2921F33DDF28,113,Y,Domain,,,,,DOM3000004,32,LOGDT017,33,,,,,,,,,Y,"Unknown",unknown,,,,,,7DA72B9E-2EF1-FAAD-317E-41FCD05ABF03,226,"Netted delta sensitivities per risk factor and tenor_derived",,F,"Netted delta sensitivities",8,,,,,
"Total sensitivities bucket identifier",AD21ADFC-78E5-C980-E83F-5BEB2EDDD367,201,,972DD5CD-E47A-05C9-2C63-F05F49DAC772,124,Y,Domain,,,,,DOM3000004,32,LOGDT017,33,,,,,,,,,Y,"Unknown",unknown,,,,,,,,"Total delta sensitivity per bucket_derived",P,,,1,,,,,
"Tranche name",8102EC40-CC02-20E6-C2D4-D888711E368D,202,,8ABC1D49-C1B4-877C-ED2B-EBC1BFA1363B,120,N,Domain,,,,,78E25C16-8968-20B4-E330-DA4578EE46CF,27,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"String",String,,,,,,,,"Securitisation non CTP risk factor",,,,1,156,,,,
"Type And Nature Of Sensitivity",3B9FAC62-D1FD-748E-0611-D706C1479747,203,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,4FF302C1-0614-5DA2-2FCA-751807F17071,30,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Type And Nature Of Sensitivity",String,,,,,,,,"OUTPUT_LAYER_FRTB",,,,5,3,,,,
"Type Of Risk",B40414A8-F61C-2EE7-93D4-22EC80826BC4,204,,5C84AF14-9F30-4DB3-6A7D-B3E3F397C52C,115,N,Domain,,,,,A36A73C3-36F7-ADD1-855B-A11DFF6D85C8,31,A3A3C77D-0366-9768-FF89-1C25E56881C8,99,,,,,,,,,Y,"Type Of Risk",String,,,,,,,,"OUTPUT_LAYER_FRTB",,,,10,3,,,,
"underlying residual maturity",4F905639-BB92-E626-3F22-F7B2CE64E33A,205,,47A941C3-2E4D-07A4-14B2-F4AFB696D126,125,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Vega sensitivity",,,,3,,,,,
"Vega sensitivity",553ABB04-6220-A556-90E9-32E2488FBDC1,206,,47A941C3-2E4D-07A4-14B2-F4AFB696D126,125,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Vega sensitivity",,,,4,,,,,
"Weighted GIRR delta sensitivity",9100E012-CAA6-1BBC-FF63-D30622D393FF,207,,34908E02-53E1-6647-E07D-2921F33DDF28,113,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Netted delta sensitivities per risk factor and tenor_derived",,,,5,,,,,
"Weighted GIRR delta sensitivity squared",9F1B56AF-CD34-F99D-ED1A-FC8615773C47,208,,34908E02-53E1-6647-E07D-2921F33DDF28,113,N,Domain,,,,,EF979509-4418-5FAC-812C-8FD0322FE1D6,16,LOGDT019,66,,,,,,,,,Y,"Number",NUMERIC,,,,,,,,"Netted delta sensitivities per risk factor and tenor_derived",,,,7,,,,,
